id,Attrition
1677,0.654935261435855
1678,0.10277323617716028
1679,0.07817893326016793
1680,0.14341237786097985
1681,0.7520669579792325
1682,0.35613278835014306
1683,0.17113166070748664
1684,0.5789237344364657
1685,0.06378167169238479
1686,0.39408385324393636
1687,0.0448884483154577
1688,0.43053779975346373
1689,0.06754594930585933
1690,0.08617846340174262
1691,0.5713558653908345
1692,0.682570504644383
1693,0.3229837027149281
1694,0.24209997563922567
1695,0.7336618673723373
1696,0.08849337348450712
1697,0.5452002869559249
1698,0.03064559157744347
1699,0.1535644727920309
1700,0.08136389047521507
1701,0.6462855593162093
1702,0.11394993681804724
1703,0.18208704762364686
1704,0.10081085370216489
1705,0.2020104069732466
1706,0.11398425405661541
1707,0.13920533350506
1708,0.09477530273987292
1709,0.2972898444057125
1710,0.2500378971583979
1711,0.20956396184772846
1712,0.8148804706443828
1713,0.038039941769102976
1714,0.46816157501990313
1715,0.07100556545346025
1716,0.18905669736165676
1717,0.08476836204853137
1718,0.31621996608545
1719,0.08862675632769777
1720,0.01673603235609063
1721,0.5323934330594571
1722,0.3353641571934158
1723,0.04449632132551633
1724,0.2871808721847958
1725,0.04157900023344682
1726,0.04752430525988253
1727,0.1478002621534081
1728,0.272575714494588
1729,0.08669355510245536
1730,0.05970582479559239
1731,0.06165006548142257
1732,0.5342111840405825
1733,0.1016202888146083
1734,0.07859147313000023
1735,0.2746680511853589
1736,0.23880231504830876
1737,0.17389905600413935
1738,0.10300668826337075
1739,0.03140173310571353
1740,0.03165024667938974
1741,0.3126244109103224
1742,0.044782525344294506
1743,0.40548436922974
1744,0.1051528589502024
1745,0.053678579304779296
1746,0.02356538724463557
1747,0.27518844275004317
1748,0.0873392404167248
1749,0.09432141881917794
1750,0.19311092178379752
1751,0.7577032733558071
1752,0.08769607222523894
1753,0.0651512472423375
1754,0.6454436163033603
1755,0.03619928398723604
1756,0.349033395829779
1757,0.04710419751823977
1758,0.01541087808770358
1759,0.05417478818515575
1760,0.3190376523577336
1761,0.016160793923343245
1762,0.10125552310504184
1763,0.06388019309434356
1764,0.19159741716463574
1765,0.2809920285753775
1766,0.09952888149327505
1767,0.061162860384543855
1768,0.7808285492797575
1769,0.3370684531202278
1770,0.3088785326601805
1771,0.2528219013032693
1772,0.025013065057892157
1773,0.5268253733907386
1774,0.2478582321170537
1775,0.11971643016046243
1776,0.013066828156865933
1777,0.16074449540029564
1778,0.7836308193740253
1779,0.11518836589667025
1780,0.2420114539423463
1781,0.05192950962109906
1782,0.03878851594944621
1783,0.1956249193675073
1784,0.4604492211765542
1785,0.680597643135496
1786,0.1166360625934505
1787,0.3974201503965818
1788,0.1434346538157792
1789,0.1948507958463893
1790,0.3714078537787624
1791,0.3176933366498087
1792,0.03275526710871471
1793,0.8959450903176712
1794,0.038130480341088874
1795,0.07226056911566571
1796,0.3401412210359888
1797,0.12656742409981703
1798,0.32176316298401525
1799,0.07557165774113715
1800,0.12026964931825425
1801,0.19015834853035643
1802,0.6187117491183901
1803,0.1143070373049229
1804,0.1328962257931657
1805,0.8626393689535627
1806,0.11835727599387291
1807,0.18424721432876437
1808,0.23218665012588977
1809,0.38882068050374363
1810,0.13212292606905077
1811,0.03781850643802398
1812,0.30809444037519507
1813,0.5799576610153583
1814,0.0631283025568824
1815,0.10198242450171302
1816,0.40750375595229527
1817,0.024308362504356945
1818,0.3404744562523743
1819,0.07229097332656562
1820,0.030557053472236206
1821,0.2682351225676182
1822,0.2058346810543308
1823,0.0373392995930269
1824,0.534620212898779
1825,0.06632157219857258
1826,0.20377365022754004
1827,0.028701075432617358
1828,0.09544654300570621
1829,0.6625034854499589
1830,0.22465363131985827
1831,0.8052734994018891
1832,0.029779456222291258
1833,0.10691054307581369
1834,0.18118153299667641
1835,0.14646326643155075
1836,0.05993531850194257
1837,0.07844109702168406
1838,0.05560730274535359
1839,0.05147781433045024
1840,0.11511073963783569
1841,0.2822842775493557
1842,0.1256527552675649
1843,0.04387231447542132
1844,0.08767199592595523
1845,0.27531461812080016
1846,0.14757130287804016
1847,0.02746597043676873
1848,0.10409549828088277
1849,0.06347606601876739
1850,0.6313939756108833
1851,0.531962014387566
1852,0.05373712103068913
1853,0.17207496380188692
1854,0.16349570842919964
1855,0.5653938534261139
1856,0.6114538959873479
1857,0.07075598447560807
1858,0.15181814457851928
1859,0.022304026479484935
1860,0.022978332121461314
1861,0.06097247838412979
1862,0.07795408440693524
1863,0.6340656572545963
1864,0.01211902553950984
1865,0.057267084020264196
1866,0.26865350966331175
1867,0.16808818458015565
1868,0.6437464667802637
1869,0.686854837351289
1870,0.23399668213609348
1871,0.12481663249866257
1872,0.03610666441641223
1873,0.1288180530936345
1874,0.12271731235850875
1875,0.04596504954697798
1876,0.15575645568198712
1877,0.19285480312182796
1878,0.04272779725132398
1879,0.031474040847251014
1880,0.47479056408360426
1881,0.12723233040330856
1882,0.049695410107185534
1883,0.0491934081443472
1884,0.0741108842683107
1885,0.12292540545229556
1886,0.22065498294187288
1887,0.054612058902981445
1888,0.17322893047745708
1889,0.09359432785389862
1890,0.31397707557278365
1891,0.06788867491537398
1892,0.38372628383114715
1893,0.05966872936548896
1894,0.0607148698511967
1895,0.07841171268793387
1896,0.04340052381386829
1897,0.09592982351817851
1898,0.10519733546071733
1899,0.08060888839609318
1900,0.27260919705502273
1901,0.32564818019565234
1902,0.015133151092031318
1903,0.03409885449651076
1904,0.1615639401849953
1905,0.1317159811035461
1906,0.147609219019714
1907,0.5763545005170129
1908,0.21519723480487316
1909,0.04155523097629932
1910,0.10173287189013722
1911,0.06718457825883009
1912,0.0290772978852447
1913,0.029134602296025547
1914,0.08164250798134466
1915,0.11021248880884679
1916,0.3591354754495015
1917,0.47751783742566783
1918,0.0346096793729269
1919,0.0567226739271057
1920,0.08269907158959
1921,0.10122507071126774
1922,0.023221384677751544
1923,0.1310138468311116
1924,0.47660464362670263
1925,0.016819973614479837
1926,0.2530295180672711
1927,0.02583614372442567
1928,0.2449337694995443
1929,0.14073953716529364
1930,0.2249038722361787
1931,0.12235841315486803
1932,0.0760286861591706
1933,0.09427582422119447
1934,0.6860983390252503
1935,0.09004933877654252
1936,0.5320020972937103
1937,0.04356581964706187
1938,0.6255636871831401
1939,0.5154637618182498
1940,0.03847011305329343
1941,0.07355389380511197
1942,0.21189043571622299
1943,0.11238088402954703
1944,0.04370905566439191
1945,0.04237022751219135
1946,0.08797161712511521
1947,0.5085733300171663
1948,0.24842354353593132
1949,0.06377638429796736
1950,0.0713677258694203
1951,0.17062116523693344
1952,0.2378927405120184
1953,0.03619189500930864
1954,0.07136057209613182
1955,0.04163240345271937
1956,0.04128568858729373
1957,0.05126253784731577
1958,0.2071648587496695
1959,0.0357006854154438
1960,0.4383944410557573
1961,0.10317977682888421
1962,0.07770149889853441
1963,0.39435237319450334
1964,0.37484197168677513
1965,0.19105781658857302
1966,0.01817435877845483
1967,0.5813793570240613
1968,0.5916117203729295
1969,0.07136093995568288
1970,0.82596019931661
1971,0.833965854909515
1972,0.1683048523342581
1973,0.04332680138503446
1974,0.5882727889350272
1975,0.1321545980665991
1976,0.3047512529154279
1977,0.05875132430766909
1978,0.03629335095163533
1979,0.10508543637156101
1980,0.03055023033395845
1981,0.12446301122758963
1982,0.04366444656220088
1983,0.4066677492204648
1984,0.3838321555652595
1985,0.07897004412212698
1986,0.04738886972461858
1987,0.0291907935431064
1988,0.034848863270389135
1989,0.7047349511139127
1990,0.040430612602185334
1991,0.05760790150153598
1992,0.056117860705343484
1993,0.03127512100951489
1994,0.04251733940398007
1995,0.07409790991861319
1996,0.08494632487105702
1997,0.15871455487268032
1998,0.04461340111847809
1999,0.056666241891041885
2000,0.3418568166753678
2001,0.11883398425123806
2002,0.06974721614156057
2003,0.7240710214779593
2004,0.35308654155813657
2005,0.029280490888113537
2006,0.0991726314471714
2007,0.10538151947274275
2008,0.3353337433618102
2009,0.03640240489385008
2010,0.2854702481428077
2011,0.3268089252668389
2012,0.012383553156669664
2013,0.1314095019215893
2014,0.04277262887344887
2015,0.01180567040569333
2016,0.2611310101876112
2017,0.27511643101907085
2018,0.12434528489307885
2019,0.05641251849058247
2020,0.15560001065835255
2021,0.009844800350098312
2022,0.02412031079274994
2023,0.49981042069729004
2024,0.4709270111736358
2025,0.20472493589203633
2026,0.11513654036830834
2027,0.08098715003709908
2028,0.04811421968798907
2029,0.04813013180654151
2030,0.03859857057724093
2031,0.02930387254200884
2032,0.027776168677050697
2033,0.20093571892838596
2034,0.05378255083272471
2035,0.12613002558112185
2036,0.13485879436787562
2037,0.5831090931780051
2038,0.11732663584649244
2039,0.07095291191521233
2040,0.5769052467504894
2041,0.3880211338797276
2042,0.1617758011596264
2043,0.5152819001049587
2044,0.20411584938594332
2045,0.03131514614580358
2046,0.07182646530542458
2047,0.15182655782918902
2048,0.2925279659597054
2049,0.31629513522170516
2050,0.14825255422032213
2051,0.11426950347359346
2052,0.18474710086372503
2053,0.07104742723142839
2054,0.36272614525129265
2055,0.4718851723640548
2056,0.7897555629330935
2057,0.3294569164463315
2058,0.11072828853796331
2059,0.26700321268570826
2060,0.016371981623081632
2061,0.29188577920668546
2062,0.7248114942778224
2063,0.45522256224141733
2064,0.03289671804567451
2065,0.7355534569375423
2066,0.03889938174902896
2067,0.33222954250573206
2068,0.14442474114521958
2069,0.6452906789533256
2070,0.11727398786173092
2071,0.23708975668085003
2072,0.16096431244612547
2073,0.125946159598889
2074,0.40722411130209024
2075,0.1567582459687306
2076,0.2307403622460141
2077,0.3872443306470468
2078,0.06549406395070165
2079,0.3223349848119219
2080,0.41418385605553065
2081,0.10124783277627505
2082,0.029062933374823706
2083,0.09144847497820432
2084,0.06500149038895735
2085,0.058868175213267405
2086,0.12017418008040728
2087,0.3636950118189515
2088,0.8436059222378608
2089,0.16665351427885636
2090,0.05782697759785377
2091,0.1331032508380758
2092,0.061610225481046034
2093,0.2966635309522776
2094,0.01847894782693251
2095,0.5264361585802453
2096,0.09901219917759826
2097,0.019177502257257298
2098,0.028750965014417415
2099,0.33364629369059334
2100,0.159135913338786
2101,0.394127010733262
2102,0.5934080309208846
2103,0.04745838527493142
2104,0.10525192357062094
2105,0.1544579364439227
2106,0.06748489819014751
2107,0.2601934269418632
2108,0.04300927734018964
2109,0.07850565776335512
2110,0.047275509859337504
2111,0.07128925510486701
2112,0.11874087723640472
2113,0.5985812540786059
2114,0.570905090006338
2115,0.33002590268281257
2116,0.034047794590517905
2117,0.026870068912995742
2118,0.026672299357997593
2119,0.24434164628787686
2120,0.06345064864977351
