id,Attrition
1677,0.07433915
1678,0.03259956
1679,0.050341632
1680,0.021490762
1681,0.75605506
1682,0.22707254
1683,0.08007951
1684,0.5965342
1685,0.065136895
1686,0.27088922
1687,0.005156205
1688,0.22761132
1689,0.0025005748
1690,0.011609742
1691,0.4482529
1692,0.309226
1693,0.00421518
1694,0.0082958145
1695,0.49771675
1696,0.0037431864
1697,0.34101146
1698,0.0015195728
1699,0.06938985
1700,0.07657025
1701,0.888201
1702,0.045026552
1703,0.0070448
1704,0.030298322
1705,0.002607867
1706,0.016636988
1707,0.043368172
1708,0.06529365
1709,0.022007449
1710,0.033610206
1711,0.053884942
1712,0.93320936
1713,0.0038172363
1714,0.09399792
1715,0.0034293449
1716,0.029744769
1717,0.058174208
1718,0.020436427
1719,0.0023225911
1720,0.0003842069
1721,0.5948182
1722,0.13551679
1723,0.0036252732
1724,0.24105118
1725,0.0051965564
1726,0.0003269294
1727,0.06361041
1728,0.028094657
1729,0.13669008
1730,0.0014126296
1731,0.0009614565
1732,0.06066866
1733,0.12884629
1734,0.00033069265
1735,0.03905801
1736,0.044835027
1737,0.022410769
1738,0.13002843
1739,0.0075155413
1740,0.0033999165
1741,0.16576
1742,0.0034792854
1743,0.024160838
1744,0.0014063664
1745,0.0029558067
1746,0.0007124422
1747,0.047971606
1748,0.0065540858
1749,0.005554211
1750,0.01819151
1751,0.359474
1752,0.011104714
1753,0.004813831
1754,0.24334273
1755,0.0063594473
1756,0.54949033
1757,0.0119914375
1758,0.00035900655
1759,0.0028632693
1760,0.05352349
1761,0.0006118556
1762,0.0036053038
1763,0.012098836
1764,0.020591661
1765,0.12169289
1766,0.0020243004
1767,0.0077045476
1768,0.6794667
1769,0.11444051
1770,0.009757114
1771,0.024619643
1772,0.00020439133
1773,0.3849711
1774,0.0017401353
1775,0.0248206
1776,1.2285819e-05
1777,0.009573473
1778,0.6089666
1779,0.046023697
1780,0.07233457
1781,0.0015730036
1782,0.015690403
1783,0.05459027
1784,0.063245505
1785,0.17020081
1786,0.0043630656
1787,0.5340677
1788,0.16698886
1789,0.0049944944
1790,0.12674896
1791,0.17892241
1792,0.0013109996
1793,0.6375225
1794,0.0008347796
1795,0.082619116
1796,0.08802158
1797,0.005581894
1798,0.6645163
1799,0.006239748
1800,0.0014483795
1801,0.016983757
1802,0.033723623
1803,0.0042741806
1804,0.08320602
1805,0.9988906
1806,0.108741105
1807,0.025846269
1808,0.19328861
1809,0.09253766
1810,0.017277192
1811,0.008674989
1812,0.057198096
1813,0.8648815
1814,0.030623341
1815,0.012649813
1816,0.032509502
1817,0.0002623376
1818,0.05945852
1819,0.002634321
1820,0.0026120436
1821,0.011848988
1822,0.034286823
1823,0.0015807895
1824,0.85069704
1825,0.051678125
1826,0.25275582
1827,0.000692317
1828,0.06106296
1829,0.17008272
1830,0.08863191
1831,0.80862683
1832,0.006987233
1833,0.10339631
1834,0.034077525
1835,0.044467907
1836,0.0060283714
1837,0.0027761078
1838,0.0052956366
1839,0.0006948923
1840,0.017493159
1841,0.5035125
1842,0.1304918
1843,0.005587972
1844,0.0333416
1845,0.011363134
1846,0.014424338
1847,0.00081004645
1848,0.001901731
1849,0.0009199994
1850,0.5987027
1851,0.099789225
1852,0.0832779
1853,0.11613794
1854,0.030930711
1855,0.47373614
1856,0.2354926
1857,0.008841599
1858,0.10857561
1859,0.00090725964
1860,0.00035297053
1861,0.09066602
1862,0.0012743227
1863,0.5005534
1864,0.003602076
1865,0.0069531524
1866,0.09885055
1867,0.0031612918
1868,0.6735825
1869,0.30533382
1870,0.2540017
1871,0.040641107
1872,0.0010930878
1873,0.011450177
1874,0.005374148
1875,0.010822843
1876,0.012864444
1877,0.018105917
1878,0.004989674
1879,0.0026955712
1880,0.42782885
1881,0.0070014214
1882,0.017254692
1883,0.00583191
1884,0.0008989521
1885,0.015183607
1886,0.0077507864
1887,0.0037398485
1888,0.008994524
1889,0.046437725
1890,0.4461267
1891,0.0053306906
1892,0.45606056
1893,0.017267521
1894,0.15125643
1895,0.021544227
1896,0.003062926
1897,0.018268986
1898,0.01980084
1899,0.0043172147
1900,0.16895638
1901,0.0053552184
1902,0.0010140162
1903,0.0023997622
1904,0.32016483
1905,0.0014672001
1906,0.033179563
1907,0.30671546
1908,0.1310452
1909,0.003976122
1910,0.0019300203
1911,0.01004901
1912,0.002014971
1913,0.0037816565
1914,0.0035479139
1915,0.005069141
1916,0.19682592
1917,0.06308821
1918,0.011513612
1919,0.008964986
1920,0.0003984599
1921,0.1327404
